,Brand,Model Name,Display Size,Operating System,Picture Quality,Smart Tv,Sound Technology,Refresh Rate,Screen Type,Connectivity,Price
814,smart,50INSMART-04,127 cm (50 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹28,399"
815,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
816,XElectron,32STV,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,999"
817,SAMSUNG,UA32N4100ARXXL / UA32N4100ARLXL,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 HDMI | 1 USB,"₹13,633"
818,smart,50INSMART-06,127 cm (50 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹27,898"
819,Haier,LE42A6500GA,105 cm (42 inch),Android,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,3 Rear HDMI | 2 Rear USB,"₹27,995"
820,smart,50INSMART-10,127 cm (50 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI ports to connect set top box HDMI | 2 USB ports to connect hard drives and other USB devices USB,"₹28,498"
821,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
822,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
823,TCL,32D311,79.97 cm (32 inch),NA,"HD Ready, 1366 x 768",No,DD Technology,60 Hz,LED,2 HDMI | 1 USB,"₹13,989"
824,smart,50INSMART-05,127 cm (50 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹27,498"
825,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
826,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
827,TCL,50C715,125.7 cm (50 inch),Android,"Ultra HD (4K), 3840*2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹52,724"
828,LG,43UR7550PSC,108 cm (43 inch),WebOS,"Ultra HD (4K), 3,840 x 2,160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹38,890"
829,REDMI,L43R7-7AIN,108 cm (43 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹22,999"
830,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
831,RGL,RGL4002,99 cm (39 inch),Android Based,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹13,490"
832,Panasonic,TH-43MX700DX,108 cm (43 inch),NA,"Ultra HD (4K), 3840 * 2160",Yes,NA,60 Hz,LED,BACK SIDE HDMI | BACK SIDE USB,"₹34,899"
833,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
834,KODAK,55MT5022,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹32,999"
835,Cellecor,E32V,80 cm (32 inch),Android,"Full HD, 1920 x 1080",Yes,NA,50 Hz,LED,2 (Rear) HDMI | 2 USB,"₹10,999"
836,INVANTER,IN43SFLGP,108 cm (43 inch),Android,"Full HD, 1920 x 1080",Yes,Dolby Audio,60 Hz,LED,2 HDMI | 2 USB,"₹17,490"
837,BPL,32H-A4300,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,Dolby Surround Sound Technology,60 Hz,LED,3 side HDMI | 2 USB,"₹21,329"
838,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
839,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
840,BPL,32H-A4301,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹12,359"
841,Gangnam,LEDATGG32HDEKK,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹8,099"
842,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
843,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
844,smart,50INSMART-09,127 cm (50 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹27,399"
845,Vu,65GloLED-3 Yrs,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹62,990"
846,Haier,55P7GT,140 cm (55 inch),NA,"Ultra HD (4K), 3840*2160",Yes,NA,60 Hz,LED,4 HDMI | 2 USB,"₹42,750"
847,LG,55UR7550PSC,139 cm (55 inch),WebOS,"Ultra HD (4K), 3,840 x 2,160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹50,990"
848,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
849,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
850,VG,VG32HAB1SYHZ43E,80 cm (32 inch),Android Based,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹13,990"
851,XElectron,32STV,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,999"
852,KODAK,55MT5022,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹32,999"
853,iMEE,ELITE-43SFL-White,108 cm (43 inch),Android,"HD Ready, 1366 x 768",Yes,HD Sound with Tube Speakers,50 Hz,LED,2 Rear HDMI | 2 USB,"₹29,999"
854,iMEE,ELITE-43SFL-Silver,108 cm (43 inch),Android,"HD Ready, 1366 x 768",Yes,HD Sound with Tube Speakers,50 Hz,LED,2 Rear HDMI | 2 USB,"₹28,999"
855,Hyundai,SMTHY32HDBE1,80 cm (32 inch),Android Based,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹19,990"
856,KODAK,75MT5044,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹98,888"
857,Samtonic,ST 2403N,61 cm (24 inch),Android,"HD Ready, 1366X768",Yes,NA,60 Hz,LED,1 HDMI | 2 USB,"₹6,649"
858,itel,A2410IE,60 cm (24 inch),NA,"HD Ready, 720 P",No,NA,60 Hz,LED,Back side HDMI | Back side USB,"₹8,800"
859,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
860,KODAK,50CAPROGT5012,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹24,699"
861,iMEE,ELITE-43SFL-White,108 cm (43 inch),Android,"HD Ready, 1366 x 768",Yes,HD Sound with Tube Speakers,50 Hz,LED,2 Rear HDMI | 2 USB,"₹29,999"
862,Hyundai,SMTHY32HDBE1,80 cm (32 inch),Android Based,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹19,990"
863,Samtonic,ST-4301SF,110 cm (43 inch),Android,"Full HD, 1920X1080",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹16,624"
864,Panasonic,TH-40LS670DX,100 cm (40 inch),NA,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹28,890"
865,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
866,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
867,Lloyd,32HS551E,80 cm (32 inch),WebOS,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹16,898"
868,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
869,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
870,Haier,LE50K7700HQGA,126 cm (50 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,4 HDMI | 2 USB,"₹34,500"
871,Panwood,PNWDL50MR,124 cm (50 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 3 USB,"₹25,999"
872,iMEE,ELITE-32SFL-Silver,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,HD Sound with Tube Speakers,50 Hz,LED,2 Rear HDMI | 2 USB,"₹13,999"
873,LIMEBERRY,LB65OU11SSPS5GV,164 cm (65 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,OLED,3 HDMI (1 HDMI eARC Supported) HDMI | Dual USB (2.0+3.0) USB,"₹76,999"
874,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
875,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
876,EGOTEL,ET3211S,80 cm (32 inch),Android Based,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,1 HDMI | Back Panel USB,"₹9,990"
877,VG,VG32HC441E,80 cm (32 inch),Android Based,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,2 (Rear) HDMI | 2 (Rear) USB,"₹10,490"
878,Dyanora,DY-LD32H4S,80 cm (32 Inch),Linux,"HD Ready, 1366 x 768",Yes,Surround,60 Hz,LED,2 (Rear) HDMI | 2 USB,"₹8,399"
879,SAMSUNG,UA32M4010DRLXL,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,"DTS Codec, Dolby Digital Plus",50 Hz,LED,2 HDMI | 1 USB,"₹13,633"
880,OPPO,Reno 11 Pro 5G,17.02 cm (6.7 inch),Android 14,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹39,999"
881,SAMSUNG,Galaxy F13,16.76 cm (6.6 inch),Android 12,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹9,999"
882,SAMSUNG,Galaxy F13,16.76 cm (6.6 inch),Android 12,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹9,999"
883,Apple,iPhone 14,15.49 cm (6.1 inch),iOS 16,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹57,999"
884,SAMSUNG,Galaxy F13,16.76 cm (6.6 inch),Android 12,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹9,999"
885,Apple,iPhone 15,15.49 cm (6.1 inch),iOS 17,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹66,999"
886,Apple,iPhone 15,15.49 cm (6.1 inch),iOS 17,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹66,999"
887,SAMSUNG,Galaxy F04,16.51 cm (6.5 inch),Android 12,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹5,999"
888,Apple,iPhone 14,15.49 cm (6.1 inch),iOS 16,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹57,999"
889,Apple,iPhone 14,15.49 cm (6.1 inch),iOS 16,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹57,999"
890,SAMSUNG,Galaxy F04,16.51 cm (6.5 inch),Android 12,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹5,999"
891,Apple,iPhone 14,15.49 cm (6.1 inch),iOS 16,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹57,999"
892,vivo,T2x 5G,16.71 cm (6.58 inch),Android 13,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹14,999"
893,vivo,T2x 5G,16.71 cm (6.58 inch),Android 13,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹12,999"
894,vivo,T2x 5G,16.71 cm (6.58 inch),Android 13,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹11,999"
895,SAMSUNG,Galaxy F14 5G,16.76 cm (6.6 inch),Android 13,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹10,990"
896,vivo,T2x 5G,16.71 cm (6.58 inch),Android 13,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹14,999"
897,vivo,T2x 5G,16.71 cm (6.58 inch),Android 13,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹14,999"
898,Apple,iPhone 15,15.49 cm (6.1 inch),iOS 17,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹66,999"
899,vivo,T2x 5G,16.71 cm (6.58 inch),Android 13,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹12,999"
900,vivo,T2x 5G,16.71 cm (6.58 inch),Android 13,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹12,999"
901,SAMSUNG,Galaxy F14 5G,16.76 cm (6.6 inch),Android 13,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹10,990"
902,vivo,T2x 5G,16.71 cm (6.58 inch),Android 13,NA,NA,NA,NA,NA,2 HDMI | 1 USB,"₹11,999"
903,TCL,43T6G,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 1 USB,"₹27,990"
904,Infinix,32Y1,80 cm (32 inch),Linux,"HD Ready, 1366 x 768",Yes,Dolby,60 Hz,LED,3 HDMI | 2 USB,"₹8,499"
905,KODAK,55CAPROGT5014,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,LED,3 (Rear) HDMI | 2 (Rear) USB,"₹28,999"
906,KODAK,55MT5022,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹32,999"
907,SAMSUNG,UA55AUE65AKXXL,138 cm (55 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,"Powerful Speakers with Dolby Digital Plus, Q Symphony, Adaptive Sound",50 Hz,LED,3 (Rear) HDMI | 1 USB,"₹43,390"
908,MarQ,32HDNDQEE1B,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,499"
909,Blaupunkt,50QD7010,126 cm (50 Inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹29,999"
910,ONIDA,32HIT,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹11,990"
911,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
912,MarQ,43FHDCDQEE1B,109 cm (43 inch),Coolita,"Full HD, 1280 x 720",Yes,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹14,499"
913,MarQ,32HDNDQEE1B,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,499"
914,TCL,65P635 Pro,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 1 USB,"₹55,990"
915,MOTOROLA,55UHDGDMBSXP,140 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Digital, Dolby Digital Plus",60 Hz,LED,3 HDMI | 2 USB,"₹29,999"
916,Thomson,43Alpha005BL,108 cm (43 inch),Linux,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹14,999"
917,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
918,Blaupunkt,32CSA7101,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹10,999"
919,Acer,AR55AP2851UDFL,139 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Audio, Pure Sound 2",60 Hz,LED,3 HDMI | 2 USB,"₹33,999"
920,TOSHIBA,65M550MP,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹56,999"
921,KODAK,75MT5044,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹98,888"
922,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
923,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
924,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
925,SONY,KD-85X80L,215 cm (85 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,4 (Rear) HDMI | 2 USB,"₹3,03,990"
926,XElectron,32STV,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,999"
927,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
928,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
929,SONY,KD-55X85J,139 cm (55 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,4 HDMI | 2 USB,"₹79,990"
930,TOSHIBA,55M650MP,139 cm (55 inch),VIDAA,"Ultra HD (4K), 3840 X 2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹69,999"
931,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
932,Mi,L43M8-5XIN,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹32,999"
933,LG,OLED55C2PSC,122.2 cm (55 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,120 Hz,OLED,4 HDMI | 3 USB,"₹1,25,990"
934,SAMSUNG,QA65Q70BAKLXL,163 cm (65 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Digital Plus, Object Tracking Sound, Q-Symphony, Multiroom Link, Bluetooth Audio, Adaptive Sound, Dual Audio Support (Bluetooth)",100 Hz,QLED,4 HDMI | 2 USB,"₹1,14,990"
935,Lloyd,32HS301C,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,Dolby Digital,60 Hz,LED,3 HDMI | 2 USB,"₹12,999"
936,Mi,L43M8-5XIN,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹32,999"
937,SAMSUNG,UA55BU8000KLXL,138 cm (55 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,3 (Rear) HDMI | 2 (Rear) USB,"₹52,990"
938,SAMSUNG,QA43Q60AAKLXL,108 cm (43 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹47,990"
939,SAMSUNG,QA50Q60AAKLXL,125 cm (50 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹64,990"
940,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
941,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
942,SAMSUNG,UA32T4360AKXXL,80 cm (32 inch),Tizen,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,2 HDMI | 1 USB,"₹16,490"
943,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
944,Sansui,JSW70ASUHDFF,178 cm (70 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹64,990"
945,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
946,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
947,LG,32LQ640BPTA,80 cm (32 inch),WebOS,"HD Ready, 1,366 x 768",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹18,499"
948,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
949,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
950,XElectron,32STV,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,999"
951,TCL,85P745,215 cm (85 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Audio MS 12Z with Dolby Atmos,60 Hz,LED,3 HDMI | 2 USB,"₹4,99,990"
952,SONY,KD-43W880K,108 cm (43 inch),NA,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹40,990"
953,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
954,Mi,L43M8-5XIN,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹32,999"
955,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
956,CORNEA,SmartTV-86,218 cm (86 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 3 USB,"₹1,93,899"
957,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
958,LIMEBERRY,43PF09BSNS4GV,109 cm (43 inch),Android,"Full HD, 1080",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹18,480"
959,LG,65NANO83TPZ,165.1 cm (65 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,4 HDMI | 2 USB,"₹99,900"
960,Foxsky,55FS-VS,139 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹26,499"
961,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
962,LG,OLED65C2PSC,164 cm (65 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,120 Hz,OLED,4 HDMI | 3 USB,"₹1,98,199"
963,LIMEBERRY,SP65QU11SSPS5GV,164 cm (65 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI (1 HDMI eARC Supported) HDMI | Dual USB (2.0+3.0) USB,"₹76,999"
964,Candes,CTPL43EF1SU4K,108 cm (43 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 (Rear) HDMI | 2 USB,"₹23,569"
965,LG,50UM7700PTA,127 cm (50 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,3 HDMI | 2 USB,"₹54,999"
966,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
967,smart,50INSMART-12,127 cm (50 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹27,998"
968,Power,PG24N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹5,999"
969,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
970,Lloyd,65QX900D,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840*2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹64,999"
971,BPL,65U-A4310,165 cm (65 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹65,999"
